Date	Time	Animal	Box	TempC	HumC	LightC	S.Flow	Ref.O2	Ref.CO2	Flow	Temp	O2	CO2	dO2	dCO2	VO2(1)	VO2(2)	VO2(3)	VCO2(1)	VCO2(2)	VCO2(3)	RER	H(1)	H(2)	H(3)	XT+YT	XT	XA	XF	YT	YA	YF	Z	CenT	CenA	CenF	PerT	PerA	PerF	DistK	DistD	Speed	Drink	Feed	Weight	Right	Left	SumR+L	SumTime	SumRuns	MaxSpeed	AvgSpeed	MaxLen
11/14/2019	02:31	3449	6	22	50	0	0.25	20.81	0.068	0.35	21.7	20.46	0.366	0.349	0.297	1735	794	76	1424	651	62	0.821	8.412	3.848	0.368	4320	193	14	179	4127	3017	1110	0	0	0	0	4320	3031	1289	1329213	7774	3	17.67	19.5	2810049.5	0	0	0	0	0	0	-	0
11/14/2019	03:10	3449	6	22	50	0	0.25	20.81	0.068	0.35	21.7	20.36	0.444	0.452	0.376	2250	1030	99	1796	822	79	0.798	10.855	4.966	0.475	3956	430	49	381	3526	2701	825	0	54	43	11	3902	2707	1195	1334081	4868	2	17.68	19.5	2810374.3	0	0	0	0	0	0	-	0
11/14/2019	03:49	3449	6	22	50	0	0.25	20.81	0.068	0.35	21.6	20.17	0.621	0.636	0.553	3148	1440	138	2645	1210	116	0.84	15.331	7.013	0.671	11003	3998	3113	885	7005	5665	1340	87	1892	1580	312	9111	7198	1913	1341219	7138	3	17.73	19.68	2809884.5	0	0	0	0	0	0	-	0
11/14/2019	04:28	3449	6	22	50	0	0.25	20.81	0.066	0.35	21.7	20.22	0.601	0.595	0.535	2922	1337	128	2556	1169	112	0.875	14.344	6.562	0.628	11626	2075	1483	592	9551	7721	1830	1	1814	1307	507	9812	7897	1915	1347878	6659	3	18.1	20.24	2809444.5	0	0	0	0	0	0	-	0
11/14/2019	05:07	3449	6	22	50	0	0.25	20.81	0.066	0.35	21.7	20.16	0.71	0.646	0.643	3089	1413	135	3070	1405	134	0.994	15.571	7.123	0.682	6649	2207	1517	690	4442	3360	1082	11	1689	1241	448	4960	3636	1324	1351552	3674	2	19.02	21.15	2809302.3	0	0	0	0	0	0	-	0
11/14/2019	05:46	3449	6	22	50	0	0.25	20.82	0.065	0.35	21.7	20.12	0.749	0.698	0.684	3357	1536	147	3272	1497	143	0.975	16.849	7.708	0.738	7862	3238	2378	860	4624	3497	1127	75	2222	1732	490	5640	4143	1497	1356417	4865	2	19.5	21.95	2808932	0	0	0	0	0	0	-	0
11/14/2019	06:25	3449	6	22	50	0	0.25	20.81	0.065	0.35	21.6	20.12	0.757	0.688	0.691	3288	1504	144	3311	1515	145	1.007	16.619	7.603	0.728	7742	2578	1969	609	5164	4115	1049	42	2327	1763	564	5415	4321	1094	1360641	4224	2	20.02	22.58	2808800	0	0	0	0	0	0	-	0
11/14/2019	07:04	3449	6	22	50	0	0.25	20.82	0.065	0.35	21.7	20.32	0.562	0.503	0.497	2413	1104	106	2377	1087	104	0.985	12.137	5.552	0.532	3486	7	0	7	3479	2530	949	0	0	0	0	3486	2530	956	1363628	2987	1	20.02	22.58	2809487.8	0	0	0	0	0	0	-	0
11/14/2019	07:43	3449	6	22	50	0	0.25	20.81	0.065	0.35	21.7	20.36	0.529	0.452	0.464	2145	981	94	2221	1016	97	1.035	10.91	4.991	0.478	4594	302	211	91	4292	3472	820	1	447	343	104	4147	3340	807	1366561	2933	1	20.02	22.62	2809666.3	0	0	0	0	0	0	-	0
11/14/2019	08:22	3449	6	22	50	89	0.25	20.81	0.066	0.35	21.7	20.32	0.553	0.493	0.487	2363	1081	103	2329	1065	102	0.986	11.886	5.438	0.521	5742	1515	1246	269	4227	3455	772	36	1376	1126	250	4366	3575	791	1370181	3620	2	20.02	22.73	2808717	0	0	0	0	0	0	-	0
11/14/2019	09:01	3449	6	22	50	89	0.25	20.81	0.065	0.35	21.7	20.38	0.502	0.431	0.437	2055	940	90	2090	956	92	1.017	10.409	4.762	0.456	2200	49	0	49	2151	1518	633	0	0	0	0	2200	1518	682	1371490	1309	1	20.02	22.73	2808201.5	0	0	0	0	0	0	-	0
11/14/2019	09:40	3449	6	22	50	89	0.25	20.81	0.062	0.35	21.7	20.34	0.539	0.472	0.477	2240	1025	98	2271	1039	99	1.014	11.342	5.189	0.497	5525	353	0	353	5172	4311	861	0	0	0	0	5525	4311	1214	1380028	8537	4	20.02	22.73	2807848.8	0	0	0	0	0	0	-	0
11/14/2019	10:19	3449	6	22	50	89	0.25	20.82	0.059	0.35	21.7	20.37	0.507	0.452	0.448	2158	987	95	2139	979	94	0.992	10.87	4.973	0.476	3696	621	177	444	3075	2372	703	0	108	98	10	3588	2451	1137	1388811	8783	4	20.02	22.73	2807363.5	0	0	0	0	0	0	-	0
11/14/2019	10:58	3449	6	22	50	89	0.25	20.81	0.06	0.35	21.7	20.22	0.608	0.595	0.548	2907	1330	127	2622	1200	115	0.902	14.356	6.567	0.629	13028	1281	957	324	11747	9730	2017	2	1600	1240	360	11428	9447	1981	1399783	10972	5	20.02	23.34	2806211.3	0	0	0	0	0	0	-	0
11/14/2019	11:37	3449	6	22	50	89	0.25	20.81	0.06	0.35	21.7	20.39	0.481	0.421	0.42	2011	920	88	2010	919	88	0.999	10.148	4.643	0.444	16095	2704	2171	533	13391	10991	2400	3	1810	1427	383	14285	11735	2550	1411668	11885	5	20.29	23.54	2805076.5	0	0	0	0	0	0	-	0
11/14/2019	12:16	3449	6	22	50	89	0.25	20.81	0.057	0.35	21.7	20.27	0.602	0.544	0.544	2606	1192	114	2609	1194	114	1.001	13.154	6.018	0.576	15059	3491	2683	808	11568	9426	2142	10	3401	2603	798	11658	9506	2152	1419701	8033	3	21.1	24.28	2803742.5	0	0	0	0	0	0	-	0
11/14/2019	12:55	3449	6	22	49	89	0.25	20.82	0.057	0.35	21.7	20.35	0.505	0.472	0.448	2292	1049	100	2150	983	94	0.938	11.412	5.221	0.5	1357	3	0	3	1354	791	563	0	0	0	0	1357	791	566	1422492	2791	1	21.1	24.29	2803903.8	0	0	0	0	0	0	-	0
11/14/2019	13:34	3449	6	22	50	89	0.25	20.81	0.057	0.35	21.7	20.27	0.6	0.544	0.543	2598	1188	114	2591	1185	113	0.997	13.102	5.994	0.574	2412	5	0	5	2407	1770	637	0	0	0	0	2412	1770	642	1424653	2162	1	21.1	24.29	2804158.5	0	0	0	0	0	0	-	0
11/14/2019	14:13	3449	6	22	50	89	0.25	20.81	0.057	0.35	21.7	20.37	0.479	0.441	0.421	2135	977	93	2015	922	88	0.944	10.641	4.868	0.466	13759	1627	1108	519	12132	10189	1943	5	2413	1887	526	11346	9410	1936	1430955	6301	3	21.1	24.78	2803260	0	0	0	0	0	0	-	0
11/14/2019	14:52	3449	6	22	50	89	0.25	20.81	0.056	0.35	21.7	20.33	0.513	0.482	0.457	2342	1071	103	2188	1001	96	0.934	11.648	5.329	0.51	6156	805	568	237	5351	4217	1134	0	557	461	96	5599	4324	1275	1441647	10692	5	21.1	24.8	2802758.5	0	0	0	0	0	0	-	0
11/14/2019	15:31	3449	6	22	50	89	0.25	20.81	0.055	0.35	21.7	20.32	0.529	0.493	0.474	2377	1087	104	2263	1035	99	0.952	11.868	5.43	0.52	7315	3865	3343	522	3450	2650	800	16	1839	1589	250	5476	4404	1072	1448791	7144	3	21.1	24.8	2802388.8	0	0	0	0	0	0	-	0
11/14/2019	16:10	3449	6	22	50	89	0.25	20.81	0.055	0.35	21.7	20.38	0.469	0.431	0.414	2080	952	91	1977	904	87	0.95	10.384	4.75	0.455	57	0	0	0	57	43	14	0	0	0	0	57	43	14	1448813	22	0	21.1	24.8	2802380	0	0	0	0	0	0	-	0
11/14/2019	16:49	3449	6	22	50	89	0.25	20.82	0.054	0.35	21.7	20.41	0.433	0.41	0.378	2004	917	88	1809	828	79	0.903	9.899	4.528	0.434	97	91	1	90	6	3	3	0	0	0	0	97	4	93	1449495	682	0	21.1	24.8	2802347.8	0	0	0	0	0	0	-	0
11/14/2019	17:28	3449	6	22	50	89	0.25	20.82	0.055	0.35	21.7	20.42	0.408	0.4	0.353	1974	903	86	1687	772	74	0.855	9.646	4.413	0.422	3225	77	2	75	3148	2599	549	0	0	0	0	3225	2601	624	1451719	2224	1	21.1	24.8	2802351.5	0	0	0	0	0	0	-	0
11/14/2019	18:07	3449	6	22	50	89	0.25	20.82	0.056	0.35	21.7	20.42	0.409	0.4	0.353	1969	901	86	1686	771	74	0.856	9.625	4.403	0.422	2742	135	0	135	2607	2009	598	0	0	0	0	2742	2009	733	1460223	8505	4	21.1	24.8	2802258.8	0	0	0	0	0	0	-	0
11/14/2019	18:46	3449	6	22.1	50	89	0.25	20.82	0.057	0.35	21.7	20.39	0.42	0.431	0.364	2145	981	94	1738	795	76	0.81	10.377	4.747	0.455	7442	34	0	34	7408	6251	1157	0	0	0	0	7442	6251	1191	1472879	12655	5	21.1	24.8	2802460.3	0	0	0	0	0	0	-	0
11/14/2019	19:25	3449	6	22	49	89	0.25	20.81	0.057	0.35	21.6	20.42	0.386	0.39	0.328	1943	889	85	1572	719	69	0.809	9.396	4.298	0.412	6607	650	445	205	5957	4948	1009	0	897	668	229	5710	4725	985	1485394	12515	5	21.1	24.8	2802335.3	0	0	0	0	0	0	-	0
11/14/2019	20:04	3449	6	22	50	0	0.25	20.81	0.058	0.35	21.6	20.35	0.486	0.462	0.427	2247	1028	98	2039	933	89	0.908	11.109	5.082	0.487	6073	2532	1882	650	3541	2571	970	7	2108	1644	464	3965	2809	1156	1493590	8196	4	21.1	25.12	2801942.8	0	0	0	0	0	0	-	0
11/14/2019	20:43	3449	6	22	50	0	0.25	20.81	0.06	0.35	21.7	20.35	0.486	0.462	0.426	2250	1029	99	2033	930	89	0.904	11.118	5.086	0.487	1041	32	0	32	1009	716	293	0	0	0	0	1041	716	325	1494633	1043	0	21.1	25.12	2802895.8	0	0	0	0	0	0	-	0
11/14/2019	21:22	3449	6	22	50	0	0.25	20.8	0.065	0.35	21.7	20.43	0.418	0.369	0.353	1787	817	78	1690	773	74	0.946	8.911	4.076	0.39	1361	62	2	60	1299	947	352	0	0	0	0	1361	949	412	1495470	836	0	21.1	25.13	2803691.3	0	0	0	0	0	0	-	0
11/14/2019	22:01	3449	6	22	50	0	0.25	20.8	0.067	0.35	21.7	20.39	0.435	0.41	0.368	2016	922	88	1756	804	77	0.871	9.886	4.523	0.433	3297	387	4	383	2910	2313	597	0	0	0	0	3297	2317	980	1502511	7042	3	21.1	25.13	2803774.5	0	0	0	0	0	0	-	0
11/14/2019	22:40	3449	6	21.9	49	0	0.25	20.8	0.068	0.35	21.7	20.41	0.409	0.39	0.342	1924	880	84	1632	747	72	0.848	9.388	4.295	0.411	2452	7	1	6	2445	2019	426	0	0	0	0	2452	2020	432	1503845	1334	1	21.1	25.13	2803860.5	0	0	0	0	0	0	-	0
11/14/2019	23:19	3449	6	22	50	0	0.25	20.8	0.067	0.35	21.7	20.39	0.414	0.41	0.347	2041	934	89	1658	758	73	0.812	9.879	4.519	0.433	11979	1	0	1	11978	10776	1202	0	0	0	0	11979	10776	1203	1509439	5593	2	21.1	25.13	2804045	0	0	0	0	0	0	-	0
11/14/2019	23:58	3449	6	22	51	0	0.25	20.8	0.067	0.35	21.7	20.38	0.434	0.421	0.366	2079	951	91	1751	801	77	0.842	10.129	4.634	0.444	11221	2153	1647	506	9068	7767	1301	36	2027	1406	621	9194	8008	1186	1515562	6124	3	21.1	25.39	2803715.8	0	0	0	0	0	0	-	0
11/15/2019	00:37	3449	6	22	50	0	0.25	20.8	0.068	0.35	21.7	20.37	0.462	0.431	0.394	2108	964	92	1883	862	82	0.893	10.39	4.753	0.455	642	0	0	0	642	542	100	0	0	0	0	642	542	100	1526651	11089	5	21.1	25.4	2804114.8	0	0	0	0	0	0	-	0
11/15/2019	01:16	3449	6	22	51	0	0.25	20.8	0.069	0.35	21.7	20.42	0.41	0.38	0.341	1862	852	82	1632	746	71	0.876	9.145	4.183	0.401	148	12	0	12	136	85	51	0	0	0	0	148	85	63	1537207	10556	5	21.11	25.4	2804806.3	0	0	0	0	0	0	-	0
11/15/2019	01:55	3449	6	22	50	0	0.25	20.8	0.069	0.35	21.7	20.3	0.515	0.503	0.445	2478	1134	109	2130	974	93	0.859	12.121	5.545	0.531	4373	205	5	200	4168	3546	622	0	0	0	0	4373	3551	822	1546978	9771	4	21.11	25.4	2805224.3	0	0	0	0	0	0	-	0
11/15/2019	02:34	3449	6	22	50	0	0.25	20.8	0.069	0.35	21.7	20.32	0.49	0.482	0.421	2383	1090	104	2011	920	88	0.844	11.615	5.314	0.509	1535	234	170	64	1301	850	451	0	131	113	18	1404	907	497	1556795	9816	4	21.11	25.4	2805405.3	0	0	0	0	0	0	-	0
11/15/2019	03:13	3449	6	22	50	0	0.25	20.8	0.068	0.35	21.7	20.39	0.396	0.41	0.328	2070	947	91	1571	719	69	0.759	9.897	4.527	0.433	7774	2799	2520	279	4975	4089	886	9	1106	896	210	6668	5713	955	1567870	11076	5	21.11	25.62	2805367.3	0	0	0	0	0	0	-	0
11/15/2019	03:52	3449	6	22	50	0	0.25	20.8	0.068	0.35	21.7	20.25	0.557	0.554	0.489	2724	1246	119	2333	1067	102	0.856	13.318	6.092	0.583	13629	83	4	79	13546	12043	1503	0	0	0	0	13629	12047	1582	1582210	14339	6	21.12	25.62	2805389	0	0	0	0	0	0	-	0
11/15/2019	04:31	3449	6	22	49	0	0.25	20.8	0.068	0.35	21.7	20.24	0.564	0.564	0.496	2782	1273	122	2372	1085	104	0.852	13.587	6.216	0.595	18365	9496	8864	632	8869	7542	1327	0	1345	1033	312	17020	15373	1647	1596649	14439	6	21.27	25.88	2805396	0	0	0	0	0	0	-	0
11/15/2019	05:10	3449	6	22	51	0	0.25	20.8	0.066	0.35	21.7	20.27	0.549	0.534	0.482	2614	1196	114	2305	1055	101	0.882	12.851	5.879	0.563	16476	6164	5369	795	10312	8503	1809	72	3858	3091	767	12618	10781	1837	1608301	11652	5	21.72	26.46	2805101.3	0	0	0	0	0	0	-	0
11/15/2019	05:49	3449	6	22	51	0	0.25	20.8	0.065	0.35	21.7	20.29	0.564	0.513	0.499	2469	1130	108	2385	1091	104	0.966	12.369	5.659	0.542	11519	4865	3995	870	6654	5323	1331	57	3251	2480	771	8268	6838	1430	1618064	9763	4	22.62	27.04	2804685.3	0	0	0	0	0	0	-	0
11/15/2019	06:28	3449	6	21.9	49	0	0.25	20.8	0.065	0.35	21.7	20.14	0.718	0.657	0.653	3145	1439	138	3121	1428	137	0.992	15.847	7.25	0.694	9356	4628	3438	1190	4728	3589	1139	220	3905	2842	1063	5451	4185	1266	1623980	5917	3	22.64	27.04	2804529.5	0	0	0	0	0	0	-	0
11/15/2019	07:07	3449	6	22	50	0	0.25	20.8	0.065	0.35	21.7	20	0.847	0.8	0.782	3851	1762	169	3739	1711	164	0.971	19.312	8.835	0.846	12034	5339	4070	1269	6695	5200	1495	164	4698	3573	1125	7336	5697	1639	1631715	7735	3	23.02	27.2	2804351.3	0	0	0	0	0	0	-	0
11/15/2019	07:46	3449	6	22	50	0	0.25	20.8	0.065	0.35	21.7	20.23	0.625	0.575	0.559	2765	1265	121	2672	1223	117	0.966	13.854	6.338	0.607	5423	1265	964	301	4158	3183	975	79	536	455	81	4887	3692	1195	1639317	7602	3	23.02	27.2	2805036.8	0	0	0	0	0	0	-	0
11/15/2019	08:25	3449	6	21.9	50	89	0.25	20.8	0.067	0.35	21.7	20.3	0.558	0.503	0.491	2417	1106	106	2347	1074	103	0.971	12.119	5.544	0.531	6257	3103	2378	725	3154	2455	699	14	2248	1718	530	4009	3115	894	1644456	5139	2	23.02	27.21	2804603.8	0	0	0	0	0	0	-	0
11/15/2019	09:04	3449	6	22	50	89	0.25	20.8	0.066	0.35	21.7	20.33	0.517	0.472	0.451	2284	1045	100	2157	987	94	0.945	11.387	5.209	0.499	3746	146	25	121	3600	2794	806	0	0	0	0	3746	2819	927	1648487	4030	2	23.03	27.21	2804658.3	0	0	0	0	0	0	-	0
11/15/2019	09:43	3449	6	22	50	89	0.25	20.82	0.064	0.35	21.6	20.41	0.437	0.41	0.373	2009	919	88	1784	816	78	0.888	9.891	4.525	0.433	6232	67	28	39	6165	5364	801	0	0	0	0	6232	5392	840	1652530	4044	2	23.03	27.21	2804781	0	0	0	0	0	0	-	0
11/15/2019	10:22	3449	6	22	50	89	0.25	20.83	0.061	0.35	21.6	20.42	0.418	0.41	0.358	2026	927	89	1707	781	75	0.843	9.875	4.518	0.433	9799	436	236	200	9363	7994	1369	0	149	124	25	9650	8106	1544	1662058	9527	4	23.03	27.22	2804596.3	0	0	0	0	0	0	-	0
11/15/2019	11:01	3449	6	22	50	89	0.25	20.83	0.058	0.35	21.6	20.28	0.55	0.554	0.492	2725	1247	119	2349	1075	103	0.862	13.338	6.102	0.584	15254	4532	3838	694	10722	8789	1933	2	3561	2851	710	11693	9776	1917	1672804	10746	5	23.03	27.67	2803501.8	0	0	0	0	0	0	-	0
11/15/2019	11:40	3449	6	22	50	89	0.25	20.83	0.058	0.35	21.6	20.37	0.48	0.462	0.422	2261	1034	99	2024	926	89	0.895	11.15	5.101	0.488	4650	882	621	261	3768	2863	905	2	651	454	197	3999	3030	969	1676854	4050	2	23.03	27.68	2803172.8	0	0	0	0	0	0	-	0
11/15/2019	12:19	3449	6	22.1	51	89	0.25	20.83	0.057	0.35	21.6	20.25	0.618	0.585	0.561	2829	1294	124	2684	1228	118	0.949	14.117	6.458	0.618	10340	3824	2810	1014	6516	5195	1321	36	3629	2714	915	6711	5291	1420	1683784	6930	3	24.14	28.47	2801874	0	0	0	0	0	0	-	0
11/15/2019	12:58	3449	6	22	50	89	0.25	20.83	0.055	0.35	21.6	20.2	0.677	0.636	0.622	3057	1399	134	2972	1360	130	0.972	15.335	7.015	0.672	7661	1166	864	302	6495	5373	1122	8	1233	981	252	6428	5256	1172	1687370	3586	2	24.14	28.81	2801560.8	0	0	0	0	0	0	-	0
11/15/2019	13:37	3449	6	22	51	89	0.25	20.84	0.056	0.35	21.6	20.39	0.482	0.452	0.426	2188	1001	96	2034	930	89	0.929	10.873	4.974	0.476	2530	13	0	13	2517	2015	502	0	0	0	0	2530	2015	515	1688625	1255	1	24.14	28.81	2801942.8	0	0	0	0	0	0	-	0
11/15/2019	14:16	3449	6	22	49	89	0.25	20.84	0.055	0.35	21.6	20.44	0.437	0.4	0.382	1935	885	85	1824	835	80	0.943	9.644	4.412	0.422	7466	483	323	160	6983	5997	986	0	227	181	46	7239	6139	1100	1692396	3771	2	24.14	28.83	2801760.5	0	0	0	0	0	0	-	0
11/15/2019	14:55	3449	6	22.1	52	89	0.25	20.85	0.054	0.35	21.6	20.27	0.586	0.585	0.533	2859	1308	125	2544	1164	111	0.89	14.082	6.442	0.617	10870	1991	1421	570	8879	7331	1548	9	1918	1379	539	8952	7373	1579	1697535	5139	2	24.14	29.2	2800735.3	0	0	0	0	0	0	-	0
11/08/2019	20:25	3508	7	22	52	0	0.25	20.81	0.066	0.35	21.6	20.18	0.609	0.626	0.543	3769	1642	136	3163	1378	114	0.839	18.353	7.994	0.661	16651	9399	8089	1310	7252	6069	1183	470	7414	6322	1092	9237	7836	1401	7044	7044	3	0.08	0.19	2904285.3	1696	7023	8720	4.41	168	0.57	0.23	11.6
11/08/2019	21:04	3508	7	22	51	0	0.25	20.82	0.066	0.35	21.7	20.15	0.614	0.667	0.548	4066	1771	146	3190	1390	115	0.785	19.554	8.518	0.704	18751	11029	9516	1513	7722	6498	1224	754	8780	7538	1242	9971	8476	1495	14874	7830	3	0.24	0.31	2903679.8	2307	7600	9907	5	172	0.42	0.13	8.3
11/08/2019	21:43	3508	7	22	50	0	0.25	20.83	0.067	0.35	21.8	20.22	0.605	0.616	0.537	3701	1612	133	3125	1361	112	0.844	18.041	7.858	0.649	15915	9625	8289	1336	6290	5279	1011	651	7186	6180	1006	8729	7388	1341	21579	6706	3	0.39	0.43	2903705.8	1798	9907	11706	6.01	196	0.57	0.1	9.7
11/08/2019	22:22	3508	7	22	50	0	0.25	20.83	0.067	0.35	21.8	20.18	0.626	0.646	0.558	3898	1698	140	3250	1415	117	0.834	18.954	8.256	0.682	18226	11484	9764	1720	6742	5531	1211	584	6598	5583	1015	11628	9712	1916	29294	7715	3	0.51	0.51	2903650	3189	6345	9534	5.11	151	0.42	0.06	8.3
11/08/2019	23:01	3508	7	22	50	0	0.25	20.83	0.066	0.35	21.9	20.17	0.646	0.657	0.58	3937	1715	142	3369	1468	121	0.856	19.241	8.381	0.693	14984	8615	7113	1502	6369	5179	1190	498	5730	4757	973	9254	7535	1719	36655	7362	3	0.74	0.7	2903451.3	1629	4241	5870	3.37	89	0.34	0.03	11.2
11/08/2019	23:40	3508	7	22	50	0	0.25	20.83	0.067	0.35	21.9	20.2	0.624	0.636	0.557	3830	1668	138	3246	1414	117	0.847	18.684	8.138	0.673	12012	6842	5613	1229	5170	4139	1031	320	4792	3938	854	7220	5814	1406	42633	5978	3	0.91	0.85	2903322	1221	2748	3970	2	83	0.34	0.02	9.7
11/09/2019	00:19	3508	7	22.1	51	0	0.25	20.83	0.068	0.35	21.9	20.2	0.649	0.636	0.581	3790	1651	136	3384	1474	122	0.893	18.679	8.136	0.672	8254	3308	2568	740	4946	3771	1175	61	2192	1725	467	6062	4614	1448	47979	5346	2	1.04	1.08	2903531	0	68	68	0.04	2	0.24	0	1.5
11/09/2019	00:58	3508	7	22	50	0	0.25	20.83	0.067	0.35	22	20.42	0.448	0.41	0.381	2435	1061	88	2215	965	80	0.91	12.045	5.247	0.434	798	214	14	200	584	207	377	0	0	0	0	798	221	577	53292	5313	2	1.05	1.08	2903364.3	0	0	0	0	0	0	-	0
11/09/2019	01:37	3508	7	21.9	49	0	0.25	20.83	0.067	0.35	22	20.39	0.455	0.441	0.388	2650	1154	95	2260	984	81	0.853	12.942	5.637	0.466	2510	804	514	290	1706	1162	544	0	221	180	41	2289	1496	793	56084	2792	1	1.19	1.08	2903334.3	0	0	0	0	0	0	-	0
11/09/2019	02:16	3508	7	22	50	0	0.25	20.83	0.067	0.35	22	20.39	0.439	0.441	0.372	2677	1166	96	2166	944	78	0.809	12.946	5.639	0.466	2619	723	549	174	1896	1225	671	3	357	298	59	2262	1476	786	60468	4384	2	1.2	1.08	2903156.5	0	0	0	0	0	0	-	0
11/09/2019	02:55	3508	7	22	50	0	0.25	20.83	0.068	0.35	21.9	20.23	0.613	0.605	0.545	3616	1575	130	3171	1381	114	0.877	17.759	7.736	0.639	14781	8442	7131	1311	6339	5170	1169	585	6235	5219	1016	8546	7082	1464	67430	6962	3	1.34	1.23	2903178.8	1255	3257	4513	2.27	97	0.34	0.02	6.4
11/09/2019	03:34	3508	7	22	49	0	0.25	20.83	0.068	0.35	21.9	20.25	0.602	0.585	0.533	3480	1516	125	3101	1351	112	0.891	17.145	7.468	0.617	14984	7954	6589	1365	7030	5665	1365	262	6104	4985	1119	8880	7269	1611	75033	7603	3	1.45	1.34	2903344.8	475	950	1425	0.67	32	0.42	0.01	5.8
11/09/2019	04:13	3508	7	22.1	51	0	0.25	20.83	0.067	0.35	22	20.39	0.435	0.441	0.368	2683	1169	97	2140	932	77	0.798	12.941	5.637	0.466	3659	1420	987	433	2239	1521	718	0	455	374	81	3204	2134	1070	81901	6867	3	1.45	1.34	2903629.5	0	0	0	0	0	0	-	0
11/09/2019	04:52	3508	7	22	49	0	0.25	20.83	0.065	0.35	22	20.44	0.383	0.39	0.318	2373	1034	85	1847	804	66	0.778	11.396	4.964	0.41	2879	1021	666	355	1858	1222	636	20	1001	718	283	1878	1170	708	89187	7286	3	1.59	1.43	2903552.3	34	0	34	0.01	1	0.24	0	0.7
11/09/2019	05:31	3508	7	22	51	0	0.25	20.83	0.064	0.35	22	20.39	0.441	0.441	0.376	2670	1163	96	2193	955	79	0.821	12.946	5.639	0.466	4225	1566	1169	397	2659	1970	689	84	722	631	91	3503	2508	995	94041	4854	2	1.6	1.43	2903638.3	204	170	373	0.15	11	0.28	0	1.7
11/09/2019	06:10	3508	7	22	50	0	0.25	20.83	0.064	0.35	21.9	20.32	0.52	0.513	0.456	3068	1337	110	2651	1155	95	0.864	15.024	6.544	0.541	6579	3157	2517	640	3422	2485	937	72	2170	1682	488	4409	3320	1089	98633	4592	2	1.66	1.64	2903734	34	305	339	0.15	8	0.28	0	2.9
11/09/2019	06:49	3508	7	22	50	0	0.25	20.83	0.064	0.35	22	20.39	0.457	0.441	0.393	2644	1152	95	2289	997	82	0.866	12.953	5.642	0.466	1973	223	111	112	1750	1182	568	0	30	26	4	1943	1267	676	101971	3338	1	1.72	1.64	2903676.3	0	0	0	0	0	0	-	0
11/09/2019	07:28	3508	7	22	50	0	0.25	20.83	0.065	0.35	22	20.49	0.357	0.339	0.292	2046	891	74	1703	742	61	0.833	9.946	4.333	0.358	3411	1024	697	327	2387	1718	669	1	440	325	115	2971	2090	881	106191	4220	2	1.79	1.78	2903709.3	0	0	0	0	0	0	-	0
11/09/2019	08:07	3508	7	22	50	89	0.25	20.83	0.065	0.35	22	20.4	0.446	0.431	0.381	2585	1126	93	2214	965	80	0.857	12.637	5.505	0.455	2759	284	134	150	2475	1873	602	3	110	91	19	2649	1916	733	110851	4660	2	1.8	1.79	2903688	0	0	0	0	0	0	-	0
11/09/2019	08:46	3508	7	22	50	89	0.25	20.83	0.064	0.35	22	20.49	0.35	0.339	0.285	2054	895	74	1663	724	60	0.809	9.935	4.328	0.358	5177	1949	1510	439	3228	2449	779	44	1483	1192	291	3694	2767	927	115541	4690	2	1.87	1.81	2903814.5	0	0	0	0	0	0	-	0
11/09/2019	09:25	3508	7	22.1	51	89	0.25	20.83	0.063	0.35	21.9	20.46	0.369	0.369	0.306	2250	980	81	1783	777	64	0.793	10.84	4.722	0.39	2179	171	29	142	2008	1460	548	0	0	0	0	2179	1489	690	120777	5236	2	1.87	1.81	2903871	0	0	0	0	0	0	-	0
11/09/2019	10:04	3508	7	22	51	89	0.25	20.83	0.062	0.35	22	20.34	0.47	0.493	0.409	3000	1307	108	2383	1038	86	0.794	14.46	6.298	0.521	14338	6228	5085	1143	8110	6501	1609	143	4189	3450	739	10149	8136	2013	129134	8357	4	1.92	1.88	2903942	271	407	679	0.34	16	0.28	0	3.6
11/09/2019	10:43	3508	7	22	49	89	0.25	20.83	0.063	0.35	21.9	20.45	0.376	0.38	0.313	2309	1006	83	1822	794	66	0.789	11.114	4.841	0.4	601	94	12	82	507	227	280	0	0	0	0	601	239	362	131597	2463	1	1.92	1.88	2904125.3	0	0	0	0	0	0	-	0
11/09/2019	11:22	3508	7	22	50	89	0.25	20.83	0.06	0.35	21.9	20.51	0.31	0.318	0.251	1955	851	70	1461	636	53	0.747	9.32	4.059	0.336	1203	75	25	50	1128	646	482	0	0	0	0	1203	671	532	134630	3033	1	1.92	1.88	2904233.3	0	0	0	0	0	0	-	0
11/09/2019	12:01	3508	7	22	50	89	0.25	20.83	0.058	0.35	22	20.51	0.323	0.318	0.265	1936	843	70	1545	673	56	0.798	9.34	4.068	0.336	3835	1390	942	448	2445	1649	796	27	956	732	224	2879	1859	1020	138796	4166	2	1.97	1.89	2904273.3	0	0	0	0	0	0	-	0
11/09/2019	12:40	3508	7	22	50	89	0.25	20.83	0.057	0.35	22	20.49	0.328	0.339	0.271	2074	904	75	1576	687	57	0.76	9.918	4.32	0.357	789	89	31	58	700	392	308	0	0	0	0	789	423	366	141821	3026	1	1.97	1.89	2904245	0	0	0	0	0	0	-	0
