Date Time Animal Box TempC HumC LightC S.Flow Ref.O2 Ref.CO2 Flow Temp O2 CO2 dO2 dCO2 VO2.1. VO2.2. VO2.3. VCO2.1. VCO2.2. VCO2.3. RER H.1. H.2. H.3. XT.YT XT XA XF YT YA YF Z CenT CenA CenF PerT PerA PerF DistK DistD Speed Drink Feed Weight Right Left SumR.L SumTime SumRuns MaxSpeed AvgSpeed MaxLen TimePoint Phase Day Genotype WgStart DrinkT0 TareDrink FeedT0 TareFeed DistkT0 TareDistK CumXT.YT CumXT CumXA CumXF CumYT CumYA CumYF CumZ CumCenT CumCenA CumCenF CumPerT CumPerA CumPerF CumRight CumLeft CumSumR.L CumSumTime CumSumRuns
11/11/2019 12:07 3508 7 22 50 89 0.25 20.82 0.062 0.35 22 20.39 0.461 0.431 0.399 2555 1113 92 2318 1010 83 0.907 12.631 5.502 0.455 5506 3006 2368 638 2500 1744 756 0 1770 1469 301 3736 2643 1093 490983 4397 2 6.85 6.97 2906764.5 0 0 0 0 0 0 NA 0 19 LIGHT 4 WT 36 5.21 1.64 5.5 1.47 406547 84436 106764 48774 39048 9726 57990 43738 14252 998 28355 23440 4915 78409 59346 19063 1765 3360 5125 2.27 112
11/11/2019 12:46 3508 7 22 50 89 0.25 20.81 0.062 0.35 22 20.45 0.39 0.359 0.328 2135 930 77 1906 830 69 0.893 10.521 4.583 0.379 461 55 18 37 406 244 162 0 0 0 0 461 262 199 495296 4313 2 6.85 6.97 2906800.8 0 0 0 0 0 0 NA 0 20 LIGHT 4 WT 36 5.21 1.64 5.5 1.47 406547 88749 107225 48829 39066 9763 58396 43982 14414 998 28355 23440 4915 78870 59608 19262 1765 3360 5125 2.27 112
11/11/2019 13:25 3508 7 21.9 50 89 0.25 20.82 0.06 0.35 22 20.49 0.338 0.328 0.278 1992 868 72 1622 706 58 0.814 9.644 4.201 0.347 3881 165 22 143 3716 3012 704 0 0 0 0 3881 3034 847 500812 5516 2 6.85 6.97 2906773.3 0 0 0 0 0 0 NA 0 21 LIGHT 4 WT 36 5.21 1.64 5.5 1.47 406547 94265 111106 48994 39088 9906 62112 46994 15118 998 28355 23440 4915 82751 62642 20109 1765 3360 5125 2.27 112
11/11/2019 14:04 3508 7 22.1 50 89 0.25 20.82 0.059 0.35 22 20.53 0.303 0.287 0.244 1738 757 63 1423 620 51 0.818 8.423 3.669 0.303 2054 217 48 169 1837 1287 550 0 0 0 0 2054 1335 719 506810 5998 3 6.85 6.97 2906823 0 0 0 0 0 0 NA 0 22 LIGHT 4 WT 36 5.21 1.64 5.5 1.47 406547 100263 113160 49211 39136 10075 63949 48281 15668 998 28355 23440 4915 84805 63977 20828 1765 3360 5125 2.27 112
11/11/2019 14:43 3508 7 22 50 89 0.25 20.82 0.057 0.35 22 20.49 0.333 0.328 0.276 1993 868 72 1604 699 58 0.805 9.629 4.194 0.347 2648 669 441 228 1979 1302 677 0 233 166 67 2415 1577 838 511384 4574 2 6.85 7.08 2907043.3 0 0 0 0 0 0 NA 0 23 LIGHT 4 WT 36 5.21 1.64 5.5 1.58 406547 104837 115808 49880 39577 10303 65928 49583 16345 998 28588 23606 4982 87220 65554 21666 1765 3360 5125 2.27 112
11/11/2019 15:22 3508 7 22 50 89 0.25 20.82 0.057 0.35 22 20.38 0.46 0.441 0.403 2621 1142 94 2343 1021 84 0.894 12.921 5.628 0.465 8558 4993 4068 925 3565 2731 834 66 3834 2993 841 4724 3806 918 516641 5257 2 6.98 7.17 2906934.8 170 271 441 0.25 9 0.28 0 3.3 24 LIGHT 4 WT 36 5.21 1.77 5.5 1.67 406547 110094 124366 54873 43645 11228 69493 52314 17179 1064 32422 26599 5823 91944 69360 22584 1935 3631 5566 2.52 121
11/11/2019 16:01 3508 7 22 50 89 0.25 20.81 0.058 0.35 22 20.34 0.48 0.472 0.422 2823 1229 102 2457 1070 88 0.871 13.841 6.029 0.498 1976 312 127 185 1664 1193 471 0 1367 890 477 609 430 179 520697 4056 2 6.98 7.17 2906972.5 0 0 0 0 0 0 NA 0 25 LIGHT 4 WT 36 5.21 1.77 5.5 1.67 406547 114150 126342 55185 43772 11413 71157 53507 17650 1064 33789 27489 6300 92553 69790 22763 1935 3631 5566 2.52 121
11/11/2019 16:40 3508 7 22 50 89 0.25 20.81 0.057 0.35 22 20.42 0.403 0.39 0.346 2335 1017 84 2011 876 72 0.861 11.426 4.977 0.411 3711 1371 980 391 2340 1673 667 0 602 335 267 3109 2318 791 529317 8620 4 6.98 7.17 2906878.3 0 0 0 0 0 0 NA 0 26 LIGHT 4 WT 36 5.21 1.77 5.5 1.67 406547 122770 130053 56556 44752 11804 73497 55180 18317 1064 34391 27824 6567 95662 72108 23554 1935 3631 5566 2.52 121
11/11/2019 17:19 3508 7 22 50 89 0.25 20.82 0.057 0.35 22 20.3 0.524 0.523 0.467 3131 1364 113 2718 1184 98 0.868 15.347 6.685 0.552 5214 2441 1895 546 2773 1915 858 16 1913 1481 432 3301 2329 972 533261 3944 2 6.98 7.33 2907271.3 0 0 0 0 0 0 NA 0 27 LIGHT 4 WT 36 5.21 1.77 5.5 1.83 406547 126714 135267 58997 46647 12350 76270 57095 19175 1080 36304 29305 6999 98963 74437 24526 1935 3631 5566 2.52 121
11/11/2019 17:58 3508 7 22 50 89 0.25 20.81 0.056 0.35 22.1 20.44 0.396 0.369 0.339 2192 955 79 1972 859 71 0.9 10.821 4.713 0.39 2206 173 27 146 2033 1415 618 0 0 0 0 2206 1442 764 538613 5352 2 6.98 7.33 2907512.5 0 0 0 0 0 0 NA 0 28 LIGHT 4 WT 36 5.21 1.77 5.5 1.83 406547 132066 137473 59170 46674 12496 78303 58510 19793 1080 36304 29305 6999 101169 75879 25290 1935 3631 5566 2.52 121
11/11/2019 18:37 3508 7 22 50 89 0.25 20.81 0.057 0.35 22.1 20.44 0.386 0.369 0.328 2217 966 80 1913 833 69 0.863 10.851 4.727 0.391 4041 156 77 79 3885 3163 722 0 0 0 0 4041 3240 801 544489 5876 3 6.98 7.33 2907704 0 0 0 0 0 0 NA 0 29 LIGHT 4 WT 36 5.21 1.77 5.5 1.83 406547 137942 141514 59326 46751 12575 82188 61673 20515 1080 36304 29305 6999 105210 79119 26091 1935 3631 5566 2.52 121
11/11/2019 19:16 3508 7 22 50 89 0.25 20.81 0.058 0.35 22.1 20.46 0.355 0.349 0.297 2108 918 76 1727 752 62 0.819 10.216 4.45 0.368 2761 379 189 190 2382 1782 600 0 0 0 0 2761 1971 790 547795 3306 1 6.98 7.33 2907997.3 0 0 0 0 0 0 NA 0 30 LIGHT 4 WT 36 5.21 1.77 5.5 1.83 406547 141248 144275 59705 46940 12765 84570 63455 21115 1080 36304 29305 6999 107971 81090 26881 1935 3631 5566 2.52 121
11/11/2019 19:55 3508 7 22 50 89 0.25 20.81 0.059 0.35 22.1 20.39 0.407 0.421 0.349 2558 1114 92 2028 883 73 0.793 12.323 5.368 0.444 7785 3787 3038 749 3998 3042 956 66 2110 1763 347 5675 4317 1358 553096 5302 2 6.99 7.5 2908287 102 204 305 0.16 7 0.28 0 4.5 31 LIGHT 4 WT 36 5.21 1.78 5.5 2 406547 146549 152060 63492 49978 13514 88568 66497 22071 1146 38414 31068 7346 113646 85407 28239 2037 3835 5871 2.68 128
11/11/2019 20:34 3508 7 22 50 0 0.25 20.81 0.061 0.35 22.1 20.37 0.451 0.441 0.39 2642 1151 95 2266 987 82 0.858 12.917 5.627 0.465 2447 545 256 289 1902 1380 522 0 0 0 0 2447 1636 811 557660 4564 2 6.99 7.5 2908621.8 0 0 0 0 0 0 NA 0 32 DARK 4 WT 36 5.21 1.78 5.5 2 406547 151113 154507 64037 50234 13803 90470 67877 22593 1146 38414 31068 7346 116093 87043 29050 2037 3835 5871 2.68 128
11/11/2019 21:13 3508 7 22 49 0 0.25 20.81 0.065 0.35 22.1 20.32 0.513 0.493 0.448 2936 1279 106 2606 1135 94 0.888 14.452 6.295 0.52 10621 6025 5139 886 4596 3708 888 193 3483 2975 508 7138 5872 1266 563205 5545 2 7.36 8.01 2908516.3 577 1154 1730 0.85 35 0.34 0 9.2 33 DARK 4 WT 36 5.21 2.15 5.5 2.51 406547 156658 165128 70062 55373 14689 95066 71585 23481 1339 41897 34043 7854 123231 92915 30316 2614 4989 7601 3.53 163
11/11/2019 21:52 3508 7 22 50 0 0.25 20.8 0.069 0.35 22.1 20.33 0.517 0.472 0.448 2785 1213 100 2610 1137 94 0.937 13.861 6.038 0.499 3883 1427 977 450 2456 1744 712 8 797 685 112 3086 2036 1050 567902 4697 2 7.54 8.01 2908658.5 0 0 0 0 0 0 NA 0 34 DARK 4 WT 36 5.21 2.33 5.5 2.51 406547 161355 169011 71489 56350 15139 97522 73329 24193 1347 42694 34728 7966 126317 94951 31366 2614 4989 7601 3.53 163
11/11/2019 22:31 3508 7 22 50 0 0.25 20.81 0.068 0.35 22.1 20.32 0.536 0.493 0.467 2902 1264 104 2716 1183 98 0.936 14.442 6.291 0.52 4517 1538 1051 487 2979 2212 767 14 805 669 136 3712 2594 1118 572948 5046 2 7.54 8.06 2908846 0 0 0 0 0 0 NA 0 35 DARK 4 WT 36 5.21 2.33 5.5 2.56 406547 166401 173528 73027 57401 15626 100501 75541 24960 1361 43499 35397 8102 130029 97545 32484 2614 4989 7601 3.53 163
11/11/2019 23:10 3508 7 22 50 0 0.25 20.81 0.068 0.35 22.1 20.3 0.559 0.513 0.491 3022 1316 109 2857 1245 103 0.946 15.068 6.564 0.542 5754 2823 1980 843 2931 2077 854 31 1700 1257 443 4054 2800 1254 577270 4322 2 7.84 8.32 2908656.8 0 0 0 0 0 0 NA 0 36 DARK 4 WT 36 5.21 2.63 5.5 2.82 406547 170723 179282 75850 59381 16469 103432 77618 25814 1392 45199 36654 8545 134083 100345 33738 2614 4989 7601 3.53 163
11/11/2019 23:49 3508 7 22 50 0 0.25 20.81 0.068 0.35 22.2 20.36 0.5 0.452 0.432 2663 1160 96 2520 1098 91 0.946 13.28 5.785 0.478 3446 1419 996 423 2027 1394 633 7 806 635 171 2640 1755 885 582316 5045 2 7.84 8.71 2908712.5 0 0 0 0 0 0 NA 0 37 DARK 4 WT 36 5.21 2.63 5.5 3.21 406547 175769 182728 77269 60377 16892 105459 79012 26447 1399 46005 37289 8716 136723 102100 34623 2614 4989 7601 3.53 163
11/12/2019 00:28 3508 7 22 50 0 0.25 20.81 0.068 0.35 22.2 20.12 0.721 0.688 0.653 4058 1768 146 3804 1657 137 0.938 20.2 8.799 0.727 6892 3256 2762 494 3636 2854 782 286 1876 1649 227 5016 3967 1049 586285 3970 2 7.98 8.71 2908785 577 2816 3393 1.7 64 0.34 0.01 9.2 38 DARK 5 WT 36 5.21 2.77 5.5 3.21 406547 179738 189620 80525 63139 17386 109095 81866 27229 1685 47881 38938 8943 141739 106067 35672 3191 7805 10994 5.23 227
11/12/2019 01:07 3508 7 22 50 0 0.25 20.81 0.069 0.35 22.2 20.34 0.511 0.472 0.442 2793 1217 101 2574 1121 93 0.922 13.854 6.035 0.499 10737 5867 4926 941 4870 3789 1081 146 3596 3032 564 7141 5683 1458 592097 5812 2 8.1 8.72 2908595 339 170 509 0.25 14 0.42 0 2 39 DARK 5 WT 36 5.21 2.89 5.5 3.22 406547 185550 200357 86392 68065 18327 113965 85655 28310 1831 51477 41970 9507 148880 111750 37130 3530 7975 11503 5.48 241
11/12/2019 01:46 3508 7 22 50 0 0.25 20.81 0.07 0.35 22.2 20.39 0.447 0.421 0.378 2511 1094 90 2194 956 79 0.874 12.321 5.367 0.444 974 242 179 63 732 440 292 0 139 120 19 835 499 336 593771 1674 1 8.11 8.72 2908672.8 0 0 0 0 0 0 NA 0 40 DARK 5 WT 36 5.21 2.9 5.5 3.22 406547 187224 201331 86634 68244 18390 114697 86095 28602 1831 51616 42090 9526 149715 112249 37466 3530 7975 11503 5.48 241
11/12/2019 02:25 3508 7 22 50 0 0.25 20.81 0.07 0.35 22.2 20.31 0.547 0.503 0.477 2967 1292 107 2777 1210 100 0.936 14.764 6.431 0.532 2550 967 606 361 1583 1045 538 8 681 480 201 1869 1171 698 596738 2967 1 8.11 8.86 2908656.3 0 136 136 0.08 3 0.28 0 2.4 41 DARK 5 WT 36 5.21 2.9 5.5 3.36 406547 190191 203881 87601 68850 18751 116280 87140 29140 1839 52297 42570 9727 151584 113420 38164 3530 8111 11639 5.56 244
11/12/2019 03:04 3508 7 22 50 0 0.25 20.81 0.07 0.35 22.1 20.3 0.558 0.513 0.487 3023 1317 109 2834 1235 102 0.937 15.05 6.555 0.542 6479 2982 2377 605 3497 2648 849 127 1589 1254 335 4890 3771 1119 601223 4485 2 8.12 9.12 2908369 407 780 1188 0.6 22 0.34 0 8.5 42 DARK 5 WT 36 5.21 2.91 5.5 3.62 406547 194676 210360 90583 71227 19356 119777 89788 29989 1966 53886 43824 10062 156474 117191 39283 3937 8891 12827 6.16 266
11/12/2019 03:43 3508 7 22 50 0 0.25 20.81 0.07 0.35 22.2 20.42 0.449 0.39 0.378 2284 995 82 2198 957 79 0.962 11.433 4.98 0.412 3375 1552 1116 436 1823 1234 589 13 839 658 181 2536 1692 844 604242 3019 1 8.45 9.26 2907882 0 0 0 0 0 0 NA 0 43 DARK 5 WT 36 5.21 3.24 5.5 3.76 406547 197695 213735 92135 72343 19792 121600 91022 30578 1979 54725 44482 10243 159010 118883 40127 3937 8891 12827 6.16 266
11/12/2019 04:22 3508 7 22 50 0 0.25 20.8 0.069 0.35 22.2 20.31 0.544 0.493 0.475 2891 1259 104 2764 1204 100 0.956 14.451 6.295 0.52 3234 1105 762 343 2129 1540 589 3 321 283 38 2913 2019 894 607715 3473 1 8.45 9.26 2907797.8 0 0 0 0 0 0 NA 0 44 DARK 5 WT 36 5.21 3.24 5.5 3.76 406547 201168 216969 93240 73105 20135 123729 92562 31167 1982 55046 44765 10281 161923 120902 41021 3937 8891 12827 6.16 266
11/12/2019 05:01 3508 7 22 50 0 0.25 20.81 0.068 0.35 22.2 20.35 0.501 0.462 0.433 2735 1191 98 2523 1099 91 0.923 13.567 5.91 0.488 4804 2000 1534 466 2804 2077 727 36 972 855 117 3832 2756 1076 612152 4436 2 8.46 9.26 2907680.5 102 68 170 0.11 4 0.28 0 3.4 45 DARK 5 WT 36 5.21 3.25 5.5 3.76 406547 205605 221773 95240 74639 20601 126533 94639 31894 2018 56018 45620 10398 165755 123658 42097 4039 8959 12997 6.27 270
11/12/2019 05:40 3508 7 22 50 0 0.25 20.81 0.067 0.35 22.2 20.34 0.508 0.472 0.44 2796 1218 101 2563 1116 92 0.917 13.852 6.034 0.499 2718 756 493 263 1962 1328 634 0 272 228 44 2446 1593 853 615661 3509 1 8.46 9.4 2907372.3 0 0 0 0 0 0 NA 0 46 DARK 5 WT 36 5.21 3.25 5.5 3.9 406547 209114 224491 95996 75132 20864 128495 95967 32528 2018 56290 45848 10442 168201 125251 42950 4039 8959 12997 6.27 270
11/12/2019 06:19 3508 7 22 50 0 0.25 20.81 0.067 0.35 22.2 20.37 0.487 0.441 0.42 2603 1134 94 2448 1066 88 0.94 12.966 5.648 0.467 2662 1131 777 354 1531 990 541 0 544 406 138 2118 1361 757 618496 2835 1 8.47 9.69 2907056.3 0 0 0 0 0 0 NA 0 47 DARK 5 WT 36 5.21 3.26 5.5 4.19 406547 211949 227153 97127 75909 21218 130026 96957 33069 2018 56834 46254 10580 170319 126612 43707 4039 8959 12997 6.27 270
11/12/2019 06:58 3508 7 22 50 0 0.25 20.81 0.067 0.35 22.1 20.3 0.553 0.513 0.486 3032 1321 109 2835 1235 102 0.935 15.084 6.57 0.543 3699 1647 1170 477 2052 1564 488 12 1124 837 287 2575 1897 678 622930 4435 2 8.47 9.69 2907146 0 0 0 0 0 0 NA 0 48 DARK 5 WT 36 5.21 3.26 5.5 4.19 406547 216383 230852 98774 77079 21695 132078 98521 33557 2030 57958 47091 10867 172894 128509 44385 4039 8959 12997 6.27 270
11/12/2019 07:37 3508 7 22 49 0 0.25 20.81 0.068 0.35 22.2 20.37 0.476 0.441 0.409 2617 1140 94 2379 1036 86 0.909 12.943 5.638 0.466 14464 8371 7037 1334 6093 4899 1194 175 4229 3597 632 10235 8339 1896 630898 7968 3 8.47 9.69 2907131.8 509 1255 1764 0.83 36 0.34 0 4.6 49 DARK 5 WT 36 5.21 3.26 5.5 4.19 406547 224351 245316 107145 84116 23029 138171 103420 34751 2205 62187 50688 11499 183129 136848 46281 4548 10214 14761 7.1 306
11/12/2019 08:16 3508 7 22 50 89 0.25 20.8 0.069 0.35 22.1 20.25 0.602 0.554 0.533 3257 1419 117 3099 1350 112 0.952 16.263 7.084 0.585 6352 3624 2962 662 2728 2023 705 248 2181 1766 415 4171 3219 952 634766 3868 2 8.92 9.94 2906846.5 441 2104 2545 1.25 44 0.34 0.01 8.9 50 LIGHT 5 WT 36 5.21 3.71 5.5 4.44 406547 228219 251668 110769 87078 23691 140899 105443 35456 2453 64368 52454 11914 187300 140067 47233 4989 12318 17306 8.35 350
11/12/2019 08:55 3508 7 22 50 89 0.25 20.8 0.069 0.35 22.1 20.39 0.459 0.41 0.39 2414 1052 87 2262 985 81 0.937 12.018 5.235 0.433 895 284 131 153 611 329 282 0 424 183 241 471 277 194 637746 2980 1 8.93 10.02 2906158.3 0 0 0 0 0 0 NA 0 51 LIGHT 5 WT 36 5.21 3.72 5.5 4.52 406547 231199 252563 111053 87209 23844 141510 105772 35738 2453 64792 52637 12155 187771 140344 47427 4989 12318 17306 8.35 350
11/12/2019 09:34 3508 7 22 50 89 0.25 20.8 0.067 0.35 22.1 20.32 0.522 0.482 0.455 2850 1241 103 2646 1153 95 0.929 14.158 6.167 0.51 5810 3189 2493 696 2621 1955 666 57 2052 1573 479 3758 2875 883 641810 4064 2 9.19 10.32 2905799 0 34 34 0.01 1 0.28 0 0.6 52 LIGHT 5 WT 36 5.21 3.98 5.5 4.82 406547 235263 258373 114242 89702 24540 144131 107727 36404 2510 66844 54210 12634 191529 143219 48310 4989 12352 17340 8.36 351
11/12/2019 10:13 3508 7 22 50 89 0.25 20.8 0.068 0.35 22.1 20.37 0.484 0.431 0.416 2533 1103 91 2425 1056 87 0.957 12.663 5.516 0.456 2479 1471 1062 409 1008 750 258 8 1076 779 297 1403 1033 370 643579 1769 1 9.2 10.32 2905603.8 0 0 0 0 0 0 NA 0 53 LIGHT 5 WT 36 5.21 3.99 5.5 4.82 406547 237032 260852 115713 90764 24949 145139 108477 36662 2518 67920 54989 12931 192932 144252 48680 4989 12352 17340 8.36 351
11/12/2019 10:52 3508 7 22 50 89 0.25 20.8 0.067 0.35 22 20.44 0.412 0.359 0.345 2109 919 76 2003 872 72 0.95 10.526 4.585 0.379 512 357 235 122 155 116 39 0 326 219 107 186 132 54 644123 544 0 9.2 10.32 2905309.3 0 0 0 0 0 0 NA 0 54 LIGHT 5 WT 36 5.21 3.99 5.5 4.82 406547 237576 261364 116070 90999 25071 145294 108593 36701 2518 68246 55208 13038 193118 144384 48734 4989 12352 17340 8.36 351
11/12/2019 11:31 3508 7 22 50 89 0.25 20.81 0.064 0.35 22 20.39 0.446 0.421 0.382 2508 1093 90 2223 968 80 0.886 12.344 5.377 0.444 2576 1274 883 391 1302 973 329 0 1031 747 284 1545 1109 436 646256 2133 1 9.2 10.35 2905295.8 0 0 0 0 0 0 NA 0 55 LIGHT 5 WT 36 5.21 3.99 5.5 4.85 406547 239709 263940 117344 91882 25462 146596 109566 37030 2518 69277 55955 13322 194663 145493 49170 4989 12352 17340 8.36 351
11/12/2019 12:10 3508 7 22 50 89 0.25 20.81 0.061 0.35 22 20.44 0.378 0.369 0.317 2230 972 80 1845 804 66 0.827 10.831 4.718 0.39 537 209 47 162 328 99 229 0 83 18 65 454 128 326 647934 1678 1 9.2 10.35 2905377 0 0 0 0 0 0 NA 0 56 LIGHT 5 WT 36 5.21 3.99 5.5 4.85 406547 241387 264477 117553 91929 25624 146924 109665 37259 2518 69360 55973 13387 195117 145621 49496 4989 12352 17340 8.36 351
11/12/2019 12:49 3508 7 22 50 89 0.25 20.81 0.06 0.35 22 20.48 0.348 0.328 0.287 1975 860 71 1674 729 60 0.847 9.636 4.197 0.347 495 202 113 89 293 109 184 0 84 48 36 411 174 237 649407 1473 1 9.2 10.35 2905596 0 0 0 0 0 0 NA 0 57 LIGHT 5 WT 36 5.21 3.99 5.5 4.85 406547 242860 264972 117755 92042 25713 147217 109774 37443 2518 69444 56021 13423 195528 145795 49733 4989 12352 17340 8.36 351
11/12/2019 13:28 3508 7 22 50 89 0.25 20.81 0.059 0.35 22 20.32 0.491 0.493 0.432 2956 1288 106 2514 1095 91 0.85 14.431 6.286 0.52 5034 2568 1844 724 2466 1841 625 4 1904 1358 546 3130 2327 803 652839 3432 1 9.22 10.49 2905922.5 0 0 0 0 0 0 NA 0 58 LIGHT 5 WT 36 5.21 4.01 5.5 4.99 406547 246292 270006 120323 93886 26437 149683 111615 38068 2522 71348 57379 13969 198658 148122 50536 4989 12352 17340 8.36 351
11/12/2019 14:07 3508 7 22 50 89 0.25 20.81 0.058 0.35 22 20.39 0.435 0.421 0.377 2519 1097 91 2198 957 79 0.872 12.359 5.383 0.445 343 135 24 111 208 34 174 0 138 25 113 205 33 172 655382 2544 1 9.22 10.49 2906124 0 0 0 0 0 0 NA 0 59 LIGHT 5 WT 36 5.21 4.01 5.5 4.99 406547 248835 270349 120458 93910 26548 149891 111649 38242 2522 71486 57404 14082 198863 148155 50708 4989 12352 17340 8.36 351
11/12/2019 14:46 3508 7 22 50 89 0.25 20.8 0.058 0.35 22 20.44 0.384 0.359 0.326 2140 932 77 1899 827 68 0.887 10.533 4.588 0.379 1388 601 401 200 787 482 305 0 381 234 147 1007 649 358 657998 2616 1 9.22 10.49 2906270 0 0 0 0 0 0 NA 0 60 LIGHT 5 WT 36 5.21 4.01 5.5 4.99 406547 251451 271737 121059 94311 26748 150678 112131 38547 2522 71867 57638 14229 199870 148804 51066 4989 12352 17340 8.36 351
11/12/2019 15:25 3508 7 22 50 89 0.25 20.8 0.057 0.35 22 20.46 0.348 0.339 0.29 2041 889 73 1686 734 61 0.826 9.909 4.316 0.357 4332 1805 1333 472 2527 1850 677 28 1810 1321 489 2522 1862 660 662170 4171 2 9.26 10.67 2906542.5 0 34 34 0.01 1 0.21 0 0.8 61 LIGHT 5 WT 36 5.21 4.05 5.5 5.17 406547 255623 276069 122864 95644 27220 153205 113981 39224 2550 73677 58959 14718 202392 150666 51726 4989 12386 17374 8.37 352
11/12/2019 16:04 3508 7 22 50 89 0.25 20.8 0.057 0.35 22 20.39 0.448 0.41 0.39 2414 1052 87 2268 988 82 0.939 12.023 5.237 0.433 3174 993 602 391 2181 1340 841 0 1936 1087 849 1238 855 383 665620 3450 1 9.26 10.67 2906799 0 0 0 0 0 0 NA 0 62 LIGHT 5 WT 36 5.21 4.05 5.5 5.17 406547 259073 279243 123857 96246 27611 155386 115321 40065 2550 75613 60046 15567 203630 151521 52109 4989 12386 17374 8.37 352
11/12/2019 16:43 3508 7 22 50 89 0.25 20.81 0.056 0.35 22 20.44 0.393 0.369 0.337 2196 957 79 1960 854 71 0.892 10.824 4.715 0.39 1192 652 384 268 540 256 284 0 473 230 243 719 410 309 669243 3623 2 9.26 10.67 2906885.3 0 0 0 0 0 0 NA 0 63 LIGHT 5 WT 36 5.21 4.05 5.5 5.17 406547 262696 280435 124509 96630 27879 155926 115577 40349 2550 76086 60276 15810 204349 151931 52418 4989 12386 17374 8.37 352
11/12/2019 17:22 3508 7 22 50 89 0.25 20.81 0.056 0.35 22 20.44 0.398 0.369 0.342 2185 952 79 1987 865 72 0.909 10.807 4.707 0.389 2158 934 707 227 1224 872 352 9 1042 757 285 1116 822 294 671011 1768 1 9.28 10.7 2907248.8 0 0 0 0 0 0 NA 0 64 LIGHT 5 WT 36 5.21 4.07 5.5 5.2 406547 264464 282593 125443 97337 28106 157150 116449 40701 2559 77128 61033 16095 205465 152753 52712 4989 12386 17374 8.37 352
11/12/2019 18:01 3508 7 22 50 89 0.25 20.8 0.058 0.35 21.9 20.46 0.371 0.339 0.314 2008 875 72 1824 794 66 0.908 9.932 4.326 0.358 2718 1120 742 378 1598 1030 568 0 1565 1026 539 1153 746 407 673613 2602 1 9.28 10.8 2907482.8 0 0 0 0 0 0 NA 0 65 LIGHT 5 WT 36 5.21 4.07 5.5 5.3 406547 267066 285311 126563 98079 28484 158748 117479 41269 2559 78693 62059 16634 206618 153499 53119 4989 12386 17374 8.37 352
11/12/2019 18:40 3508 7 22 50 89 0.25 20.81 0.058 0.35 21.9 20.44 0.393 0.369 0.335 2203 960 79 1953 851 70 0.886 10.844 4.723 0.39 2275 594 353 241 1681 1099 582 0 1398 828 570 877 624 253 676412 2799 1 9.28 10.8 2907983.3 0 0 0 0 0 0 NA 0 66 LIGHT 5 WT 36 5.21 4.07 5.5 5.3 406547 269865 287586 127157 98432 28725 160429 118578 41851 2559 80091 62887 17204 207495 154123 53372 4989 12386 17374 8.37 352
11/12/2019 19:19 3508 7 22 50 89 0.25 20.8 0.058 0.35 21.9 20.38 0.448 0.421 0.39 2498 1088 90 2272 990 82 0.91 12.357 5.383 0.445 4982 1776 1217 559 3206 2393 813 4 1837 1317 520 3145 2293 852 681081 4669 2 9.28 10.97 2908356.3 0 0 0 0 0 0 NA 0 67 LIGHT 5 WT 36 5.21 4.07 5.5 5.47 406547 274534 292568 128933 99649 29284 163635 120971 42664 2563 81928 64204 17724 210640 156416 54224 4989 12386 17374 8.37 352
11/12/2019 19:58 3508 7 22 50 89 0.25 20.8 0.059 0.35 21.9 20.37 0.477 0.431 0.418 2532 1103 91 2434 1060 88 0.962 12.669 5.519 0.456 3694 1717 1213 504 1977 1346 631 0 1560 1073 487 2134 1486 648 684900 3819 2 9.28 10.97 2908693.5 0 0 0 0 0 0 NA 0 68 LIGHT 5 WT 36 5.21 4.07 5.5 5.47 406547 278353 296262 130650 100862 29788 165612 122317 43295 2563 83488 65277 18211 212774 157902 54872 4989 12386 17374 8.37 352
11/12/2019 20:37 3508 7 22.1 51 0 0.25 20.81 0.06 0.35 21.9 20.16 0.67 0.646 0.61 3814 1661 137 3544 1544 128 0.929 18.951 8.255 0.682 12451 6446 5467 979 6005 4949 1056 494 4001 3494 507 8450 6922 1528 691317 6417 3 9.42 11.14 2909243.3 2884 4072 6955 3.37 101 0.42 0.02 9.9 69 DARK 5 WT 36 5.21 4.21 5.5 5.64 406547 284770 308713 137096 106329 30767 171617 127266 44351 3057 87489 68771 18718 221224 164824 56400 7873 16458 24329 11.74 453
11/12/2019 21:16 3508 7 22 50 0 0.25 20.81 0.065 0.35 22 20.21 0.646 0.605 0.582 3569 1554 128 3395 1479 122 0.951 17.819 7.762 0.641 7533 4038 3307 731 3495 2663 832 225 2374 1977 397 5159 3993 1166 696244 4927 2 9.68 11.43 2909504.8 882 1391 2273 1.08 41 0.42 0.01 8.3 70 DARK 5 WT 36 5.21 4.47 5.5 5.93 406547 289697 316246 141134 109636 31498 175112 129929 45183 3282 89863 70748 19115 226383 168817 57566 8755 17849 26602 12.82 494
11/12/2019 21:55 3508 7 22 50 0 0.25 20.81 0.067 0.35 21.9 20.1 0.756 0.708 0.689 4152 1809 149 4010 1747 144 0.966 20.799 9.06 0.749 8785 4380 3675 705 4405 3532 873 627 2457 2026 431 6328 5181 1147 701055 4811 2 9.92 11.92 2909563.5 1188 5734 6922 3.58 87 0.42 0.02 18.7 71 DARK 5 WT 36 5.21 4.71 5.5 6.42 406547 294508 325031 145514 113311 32203 179517 133461 46056 3909 92320 72774 19546 232711 173998 58713 9943 23583 33524 16.4 581
